10,0,1,2,12,33,14,9
16,2,5,1,13,8,5,0
26,1,9,2,18,10,0,11
7,6,3,13,9,28,5,17
19,8,4,4,10,22,21,2
6,4,1,3,13,18,16,0
14,3,1,15,10,26,25,0
4,8,12,20,13,17,22,20
8,2,5,12,4,29,44,16
39,8,16,19,36,29,22,23
13,8,8,20,14,19,30,10
12,15,0,24,14,48,21,15
18,1,14,16,21,32,40,16
18,1,1,21,35,38,33,13
24,5,8,26,29,51,48,19
31,8,5,19,24,38,16,23
7,0,19,12,34,49,46,11
41,6,24,22,44,44,43,39
20,5,13,25,25,52,13,0
42,18,35,26,18,56,2,35
30,26,6,21,24,53,23,51
27,3,26,29,28,15,52,52
39,10,14,20,34,18,41,7
20,7,23,14,9,66,23,51
15,15,27,2,23,49,34,33
5,14,13,23,8,50,43,9
33,9,18,20,22,62,29,18
36,3,5,16,36,67,24,27
33,2,3,15,34,26,29,16
29,10,19,21,29,33,21,22
36,22,27,23,40,57,41,43
21,29,38,24,33,67,40,52
14,26,24,36,26,58,35,28
24,19,30,23,35,44,39,22
25,12,4,12,32,51,30,19
16,12,20,15,37,56,40,55
26,7,22,22,37,49,39,33
31,15,9,22,21,43,41,33
8,24,29,22,39,54,33,37
16,29,21,21,33,59,37,66
9,20,22,15,38,51,30,16
7,16,14,21,27,38,33,21
9,34,38,24,33,22,42,32
7,38,15,19,26,42,39,47
7,29,29,6,27,49,26,8
8,23,34,20,28,60,20,37
4,22,25,13,33,46,24,31
10,29,26,NaN,36,29,28,53
12,29,11,NaN,18,47,43,18
18,19,44,NaN,19,49,21,24
12,14,41,NaN,40,61,38,43
NaN,12,22,NaN,47,64,38,42
NaN,15,15,NaN,33,NaN,NaN,NaN
NaN,29,1,NaN,34,NaN,NaN,NaN
NaN,20,6,NaN,29,NaN,NaN,NaN
NaN,35,17,NaN,55,NaN,NaN,NaN
NaN,48,10,NaN,27,NaN,NaN,NaN
NaN,26,3,NaN,18,NaN,NaN,NaN
NaN,37,NaN,NaN,31,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
