0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,4,3,3,2,2,35,50,41,60,55,63,64,65,65,59,53,55,38,54,56,48
10,27,57,61,49,70,65,65,59,42,35,42,36,39,34,35,34,35,34,37,36,41
10,16,27,42,48,46,36,54,52,42,23,18,20,35,44,44,51,39,45,16,49,41
10,2,5,3,7,28,50,38,56,57,73,70,75,41,55,63,51,50,42,45,44,45
10,7,15,42,57,56,43,55,47,50,52,61,49,64,47,45,37,37,35,42,37,40
10,4,2,4,2,2,2,1,1,4,47,64,47,55,72,65,68,63,52,50,43,52
