0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,14,8,3,3,5,43,53,51,65,55,72,73,67,70,64,55,58,38,56,58,50
10,42,60,62,48,68,60,51,48,40,38,41,39,38,35,36,37,37,38,43,38,40
10,28,30,45,48,48,51,59,61,48,42,28,24,38,46,48,53,42,54,32,56,43
10,11,7,8,11,33,59,42,58,65,78,71,81,39,58,59,49,51,40,49,53,45
10,24,14,43,65,57,49,57,56,54,56,63,62,81,46,42,36,36,40,55,39,42
10,10,7,4,12,3,7,12,4,11,69,71,49,61,77,71,70,64,53,52,38,49
