0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
5,3,1,3,1,1,17,22,22,28,26,23,30,31,30,30,32,30,30,31,35,31
5,13,22,32,22,25,31,31,31,30,30,30,30,31,30,30,30,30,30,30,30,30
5,10,9,26,27,30,21,26,29,24,13,14,14,22,30,30,30,30,29,8,30,31
5,1,2,3,5,14,25,13,19,31,31,33,30,31,30,31,33,33,31,30,30,31
5,4,2,11,31,30,30,31,30,30,31,44,31,31,30,32,35,32,30,32,30,30
5,1,1,1,2,1,2,1,1,2,30,29,31,31,30,30,38,30,30,31,31,30
